,id,name,pc_00,pc_01,pc_02,pc_03,pc_04,pc_05,pc_06,pc_07,pc_08,pc_09,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32,pc_33,pc_34,pc_35,pc_36,pc_37,pc_38,pc_39,pc_40,pc_41,pc_42,pc_43,pc_44,pc_45,pc_46,pc_47,pc_48,pc_49,pc_50,pc_51,pc_52,pc_53,pc_54,pc_55,pc_56,pc_57,pc_58,pc_59,pc_60,pc_61,pc_62,pc_63,pc_64,pc_65,pc_66,pc_67,pc_68
94,94,dodgeball,0.02947823,0.039597835,-0.066004,-0.02499653,-0.0051347297,0.1287076,-0.013193478,0.046346173,0.07945474,0.022406718,-0.038242027,-0.12733184,-0.07087416,-0.015427694,-0.010789107,-0.009546362,0.074132085,0.059695944,0.052464757,0.03391395,-0.07553505,-0.0067618974,-0.008877037,-0.047227804,-0.0067284554,-0.026109153,0.029472347,0.0020763837,0.08500658,0.0066172276,0.0621187,-0.020267257,0.01974907,0.047579374,-0.035459783,-0.026391864,0.0659208,-0.010727268,-0.07154897,-0.027607627,-0.07595082,-0.019790214,-0.036522936,0.069510415,-0.027887994,-0.07406717,0.047156744,-0.04461513,0.01403996,0.09239786,0.021920852,-0.031678136,-0.041517258,0.026905335,0.022009473,0.07550403,0.0777582,-0.03367585,-0.0103877075,0.03421747,-0.051051747,-0.035097376,-0.022726653,0.042868894,0.018050652,-0.028556269,-0.026431255,-0.035047513,-0.025907623
95,95,doing aerobics,-0.02086645,-0.041012242,0.057794943,0.017730312,-0.09918197,0.076292664,-0.045420513,-0.03995363,-0.08730317,0.11761362,-0.056190092,-0.0013192797,-0.10914282,0.031911418,-0.02170492,0.028576313,-0.034466043,-0.011267034,-0.047090627,-0.02602441,0.05458297,0.0024818834,0.019420514,0.03721443,0.023498496,-0.01753059,0.058590304,0.053353876,0.030723378,0.037246477,0.023065623,0.052835204,-0.051285,0.049421217,0.043650392,0.06919172,-0.05742015,-0.08322203,0.0012299679,0.0053632203,0.0066535324,0.042371336,0.064282276,-0.007978036,0.08896524,0.027744,0.0017450731,-0.008762743,0.022686418,0.05122098,-0.0042717326,-0.08320224,-0.036866352,-0.06397105,-0.047278926,0.07515976,0.112017445,0.046587817,0.03340149,-0.051041447,0.013347356,0.048282772,0.038948853,0.06725267,-0.032270044,0.041121066,-0.0025436357,-0.0020093545,-0.025436886
96,96,doing laundry,-0.025827475,-0.039288197,-0.01357304,-0.0007826824,-0.0128196,0.0063989316,0.018669339,0.0011835851,-0.015535401,0.06414104,-0.060482077,0.10475508,0.009529783,-0.0055432487,0.035645746,-0.022994861,0.015581545,-0.057920992,0.02205419,0.009083964,-0.059998818,-0.023466073,0.005598937,-0.07651361,-0.024910843,0.04861964,0.052969474,0.09151272,-0.030196212,0.043104514,0.02913241,-0.08103502,-0.044450175,0.040796015,0.008683298,0.022680363,0.046964716,0.0061527733,0.05894351,0.05819122,-0.008725371,0.015589546,0.009682633,0.06703204,-0.030840019,0.07397726,-0.07163824,-0.016531,-0.024770241,0.05866011,0.0053031417,0.08891799,0.04262865,-0.007711813,-0.08131993,-0.08371362,-0.06931014,-0.03978558,-0.093681835,-0.057035603,-0.008996854,0.06031476,-0.0434911,0.009730683,-0.032514192,0.010408072,0.011162268,-0.04836029,-0.021666327
97,97,doing nails,0.022612464,0.037008516,0.05855315,0.06381309,0.0911807,-0.0521123,-0.057997294,-0.036470313,0.004882365,-0.052849803,-0.055011276,-0.057017162,-0.13244744,0.047308315,0.051421743,-0.0001828128,-7.890607e-05,0.0064396923,0.059514735,-0.04059437,-0.005065765,0.05422336,-0.07035197,0.0025858618,0.052136242,0.023063637,-0.026027743,-0.0754509,0.028655183,0.07797692,-0.0030012615,-0.036277756,-0.03386347,0.032039158,0.00726983,-0.051060088,-0.00018201582,-0.03232215,0.026028082,-0.057894528,-0.08348382,0.036911618,-0.07359642,-0.015284615,-0.066659704,-0.004789252,0.0009283498,0.051099576,0.03212697,0.0366306,-0.006255597,-0.07214198,-0.0058594896,0.03514079,0.016036024,-0.019991823,-0.06711454,0.022224171,-0.1011763,0.12029691,-0.033382587,0.044339806,0.07404471,0.07597308,-0.04389786,-0.008115262,-0.051950052,-0.011446696,-0.10130602
98,98,drawing,0.07012161,-0.022105131,-0.016480401,0.048283227,0.07310971,-0.05176044,-0.08033596,0.05015996,-0.035556782,0.0027806829,-0.02040033,-0.012908282,-0.07933028,-0.005466664,0.048102267,-0.030258063,0.05911521,0.036623042,0.06257885,0.042209,0.000407491,0.015053826,-0.0988015,0.027442724,-0.026635084,0.035975523,-0.010746449,-0.056524903,-0.004347328,-0.0035110961,-0.09121972,-0.004963112,0.07788423,0.017033812,-0.00909937,0.041256808,0.0321565,0.01392952,-0.054472093,-0.038561247,-0.030664153,-0.028696392,0.027389012,0.0041956557,-0.060086995,-0.13185194,0.09379861,0.016822236,0.0045293067,-0.008552741,0.034010287,-0.04330467,-0.0275926,0.09831954,0.080192626,0.046355214,0.006651215,-0.073614635,-0.0019767676,-0.013803789,0.0528353,0.043838337,-0.08022395,0.02820837,-0.030526381,0.050032727,-0.07707358,0.0189992,-0.0040183957
99,99,dribbling basketball,-0.0066103004,0.004513396,-0.030761706,-0.013821073,-0.06934967,0.004662147,0.043431107,0.024268389,-0.060011085,0.03603758,0.023650823,-0.041045126,0.021588111,0.0106023075,0.039719984,-0.052395996,0.044293135,-0.08048143,0.12510407,-0.02267465,-0.024148634,-0.03606108,0.017541012,-0.06536276,-0.008232828,-0.069610775,0.048032574,0.005590817,0.08250623,-0.01243924,-0.020841556,0.012186898,-0.017554272,0.05147554,0.03812764,-0.0262329,-0.014838165,0.07873841,-0.010957526,-0.04600274,-0.08070052,-0.020606788,0.017141744,-0.026238266,-0.016187431,0.07193789,-0.06999238,-0.008629184,-0.011946825,0.11294881,-0.02877078,-0.070906065,-0.048987802,0.025337718,0.07840653,0.0019280429,-0.07192207,0.025557574,0.04414662,-0.006004054,-0.011275464,0.029633712,-0.01521147,-0.07185059,-0.037979625,0.014100847,0.10320594,0.022024995,0.024883427
100,100,drinking,-0.100284755,-0.038222235,0.05271137,0.020497428,0.008599187,-0.01723588,-0.07357376,-0.015871264,-0.042587426,0.0226034,-0.015859598,0.04700068,0.016308822,-0.00039010303,0.0033179547,-0.016904358,0.008322607,-0.05964989,0.02159635,-0.020049999,-0.054695316,-0.010369923,0.075383455,0.019637167,0.049364403,0.002485931,0.040472575,-0.1047811,-0.13083032,0.042600475,0.029145833,0.017874202,0.08503075,-0.06386143,-0.026204906,-0.07241901,-0.03459251,-0.027335122,-0.07307294,-0.07774672,-0.00980195,-0.00606382,-0.08687769,0.016358916,0.03396431,-0.016595092,0.05308044,-0.032361098,-0.026060864,-0.0070364047,-0.06149382,-0.016569778,0.034508076,0.018154034,0.030210098,-0.039941013,0.08677184,-0.012305855,-0.05101261,-0.016793411,-0.022019248,-0.028992513,-0.039537944,-0.040266443,0.023833768,-0.0024270676,-0.11081925,0.021707807,0.009759195
101,101,drinking beer,-0.031209694,-0.0057536922,0.012685482,0.026658658,0.016968656,0.09090531,-0.04690375,-0.047943883,0.07612142,-0.03040248,0.0018031537,0.07423416,0.05725606,-0.024472963,-0.027646454,0.022439921,-0.054582395,-0.012088936,0.027517457,-0.044489503,-0.0084511135,0.07533488,0.033049088,-0.027948849,0.019132758,-0.040006816,0.04278219,-0.087783284,-0.12604532,-0.010515738,0.0033463454,-0.03515453,0.062194675,-0.042230647,-0.019213442,0.0011163853,-0.043307953,0.04252286,-0.027484044,-0.019075172,0.022608887,-0.078125015,0.056724623,0.029721573,-0.03493181,-0.025784343,0.0881486,0.06304236,-0.07546083,0.04863526,-0.038341418,-0.05459615,0.008800711,0.027155343,0.0053593903,0.018884685,0.0954465,0.035253584,-0.023295313,0.070592366,-0.040721413,0.0071999347,0.00270156,-0.03651716,0.009058602,0.033143472,-0.068263166,0.04764574,0.02716464
102,102,drinking shots,-0.0016913688,-0.06572231,0.020062868,0.06767774,0.024580056,0.01225046,-0.03594811,-0.0024934637,-0.01914006,-0.009014029,-0.04002069,0.008126145,0.10324131,-0.030774955,-0.018565753,-0.008248998,0.018336402,-0.0357763,0.0002546535,-0.064935446,0.050141748,0.061412662,0.046226423,0.068761274,-0.020003563,-0.030400624,0.05049595,-0.013675761,-0.025292527,0.012748741,0.058796287,-0.016332677,0.051138207,-0.09661385,-0.0049670795,0.07989366,-0.023965804,0.014592249,-0.032479525,0.0010752566,-0.07487934,0.03159133,0.002750067,-0.09838023,0.06816627,0.021273214,-0.0048912056,0.023636075,0.0098818755,0.041657493,-0.09859372,0.011528222,0.040685736,0.0047620554,0.0054213814,0.051379148,0.01488973,-0.071188636,0.022231683,-0.012491868,-0.008871142,0.016132712,-0.03789345,0.018994961,0.00032042526,0.03134425,-0.008865861,-0.0236778,0.038799174
103,103,driving car,0.0338223,-0.00586859,-0.032145914,-0.0059059025,0.03942576,-0.0892782,0.02355507,0.064527355,0.09575151,0.07556555,0.025432525,0.049996033,-0.0023677142,-0.0012970561,0.014392195,0.029345399,-0.089351624,-0.037462633,0.05688802,-0.095045805,-0.0059973747,0.050402075,-0.015926288,-0.07053517,0.013009803,0.053735178,0.033523984,0.05658818,-0.04468853,-0.054465443,-0.051374298,-0.015645359,0.018215645,0.045750376,0.011798478,0.034754425,-0.044252083,0.02562118,0.018417971,-0.049287476,-0.01944004,0.014554539,-0.0014536092,-0.03500905,-0.045865677,0.01697523,-0.0217108,-0.043045327,-0.038444165,-0.027080638,-0.061162367,-0.042584524,-0.011210734,-0.0605824,0.027769946,-0.053762447,0.054621078,-0.034582295,-0.060550384,0.015470905,-0.0057335487,-0.022849157,0.11868136,-0.01900217,-0.033446647,-0.07064281,0.08201018,0.0656836,0.07100328
104,104,driving tractor,0.030862197,0.043299876,-0.031923983,-0.019876689,0.0191655,-0.07084936,-0.00828361,0.04650985,-0.023849374,-0.045844987,0.038401876,-0.0118668685,0.082736455,0.01457382,-0.050418146,0.03342943,-0.027864378,-0.001512805,-0.017545365,-0.09179452,-0.03874004,0.04099487,0.046198696,0.004144596,-0.05542364,0.01710501,0.0029378748,0.13415876,-0.0030075572,-0.07738183,-0.07621198,0.033703133,-0.06609231,-0.036468625,-0.01723654,-0.04094006,0.037710886,0.08445324,0.112729326,-0.11194503,-0.056223087,-0.04492286,0.006469841,0.055628713,0.056038048,-0.03823457,0.07985929,-0.08635414,0.053995695,-0.010390826,-0.07486269,0.07303956,0.052470565,-0.035159353,-0.04496838,-0.04901418,0.12125442,0.06669932,0.009785963,0.07759371,0.02353945,-0.06876391,0.04831107,-0.0008959292,0.011407852,0.06783318,0.05328245,0.046361927,0.014979555
105,105,drop kicking,-0.024419762,0.011037046,0.005010378,0.08852944,-0.052754745,0.015573292,0.038304675,-0.08371911,0.006351625,-0.081308305,0.009417415,-0.07101153,-0.09484948,-0.023350447,-0.10232549,-0.011784837,0.0015438006,-0.0024715806,0.060331084,-0.02080091,-0.032124396,0.067498274,-0.03791083,0.0250935,0.033432014,0.028823826,-0.057188325,0.08884806,-0.020910181,-0.00895993,-0.04741639,0.011072185,-0.051178314,-0.11587904,-0.05839347,-0.104715556,0.07348878,-0.057744667,0.044237655,0.0010492979,0.01564239,-0.06517508,0.03928113,-0.006629708,0.06519056,0.029935392,0.009035133,0.0057768086,0.027867874,-0.08148182,0.011978656,-0.011649653,0.01037649,-0.029393466,-0.0028339513,-0.035503432,0.054295238,0.073439494,0.0052125864,0.040623665,-0.076876394,-0.08291268,0.04056565,-0.010874493,-0.008340799,0.024478247,-0.031084917,0.0064089317,-0.017396534
106,106,drumming fingers,0.016972221,0.06027915,0.038931478,0.026249928,0.097918,-0.026892783,-0.010208698,-0.03937264,-0.05600437,0.021517444,0.05079042,0.035599533,-0.06492315,-0.027296353,0.081338786,-0.1186294,-0.035084434,0.033361398,0.056395326,0.018209837,-0.011814424,0.010370959,0.06288761,0.020840805,-0.068443425,-0.091259964,-0.011247749,-0.04498793,-0.013799839,-0.009069955,0.002798629,0.02483436,0.02319904,-0.0011724755,-0.013031559,-0.016778966,0.06808858,-0.014928157,-0.07744461,-0.015703019,-0.039894458,-0.0044131298,0.036559172,-0.055225894,0.002214767,0.042733975,0.027420089,0.06652424,0.014950382,-0.02544651,0.014852361,0.015968926,-0.09034454,0.020378307,-0.007962618,0.042967018,-0.019878399,0.039600153,-0.057943225,-0.023030331,-0.027609488,-0.07070783,-0.040986218,0.012926421,0.060531512,-0.01828373,-0.0006487686,0.048918515,-0.030599695
107,107,dunking basketball,0.049458973,-0.0009200807,-0.040443927,0.01228775,-0.036593642,0.04416955,0.06517445,0.04301159,-0.080582045,0.038731676,0.009349141,-0.09091239,0.065589815,-0.01909127,0.011388979,-0.027202286,0.07223884,-0.05059646,0.06737874,0.003627384,-0.039371565,0.0036470853,0.08997585,-0.024614042,-0.0046906546,-0.040088333,0.031686753,0.011293742,0.0051376484,0.0031059738,-0.066071756,-0.028348166,0.008805752,-0.020695318,0.025332505,-0.12658632,0.014744164,-0.008528182,-0.067769356,0.023271378,-0.05306597,0.036914542,0.020668438,-0.013700787,-0.034293793,0.023676075,0.04652708,-0.0589403,-0.040657543,-0.077472106,0.031186959,-0.03500772,0.022109738,0.1023342,0.03188599,-0.076384366,-0.06498697,0.07110736,0.08962158,-0.06628592,-0.02096344,0.011703416,0.08201447,-0.022537777,-0.096311994,-0.04233514,-0.04617901,0.043545168,0.008054611
108,108,dying hair,0.12828663,-0.07754508,0.018286383,0.03799041,0.078785494,-0.03282081,-0.025940552,0.014058004,-0.047746796,0.044623274,-0.07411018,-0.029895492,0.05205987,-0.0054235975,-0.020151805,0.053795166,0.0115813,-0.0005554892,0.06755079,-0.047715213,0.07722547,-0.029655159,-0.018286614,0.041345954,0.0056343446,-0.09469946,-0.054940045,0.034967486,0.017413856,0.03889098,-0.007886908,-0.026454296,0.032069303,0.049178787,-0.07498766,-0.0491343,-0.057949174,0.018089088,-0.022941327,0.014185243,-0.034929935,0.07540953,-0.10502617,-0.013550397,-0.022745783,0.018033158,-0.115890905,0.009569913,-0.031986184,-0.07647524,0.017798677,0.076419115,0.019377096,-0.020457016,-0.025339507,0.047880623,-0.0017566346,-0.026429772,-0.10027699,-0.1145806,-0.06315172,0.05006512,0.038380396,-0.013454376,0.02699915,-0.006730157,-0.053967446,-0.07712386,-0.03362685
109,109,eating burger,0.021615498,-0.041284658,0.028326437,0.07720803,-0.07187621,0.00066271157,-0.036205206,0.010321061,0.028653195,0.055371735,-0.024943152,0.05774826,0.013813335,-0.052376926,0.020635672,-0.06404551,-0.004201971,0.061993968,0.03817296,0.015949462,0.009582093,0.076567,-0.033948734,-0.0068225153,-0.015366519,0.028420001,-0.026617382,-0.031111717,0.080224976,0.06115876,0.036875647,0.03880924,0.056538768,-0.07951109,0.04965434,-0.025509616,0.026138276,-0.040541478,-0.021782149,0.0032060593,-0.010780955,0.030011488,0.020615168,0.017669197,0.03147926,-0.05346833,-0.021979388,-0.0028787032,-0.11339503,0.008230057,-0.060851146,0.03275132,-0.016303234,-0.057275593,-0.08304287,0.00914314,-0.11103556,-0.00602875,-0.00090514775,-0.0033212607,0.022143023,-0.05469109,0.044879675,-0.016220642,-0.019052124,-0.0013524722,-0.000115606,-0.0015269443,-0.11903821
110,110,eating cake,-0.08373016,-0.057093542,0.0044925115,0.11242485,-0.03637158,-0.004179861,-0.073893584,-0.038344037,0.039832227,0.055877116,-0.034940105,0.059274428,0.024085186,-0.050176073,0.013916678,0.011008433,0.040659025,0.047111962,-0.06889763,-0.0010285452,0.002220666,-0.007689655,-0.040198397,0.042439424,-0.009292741,0.09920649,-0.030720163,-0.07702121,-0.037719656,-0.041721243,-0.07584454,0.020778162,0.0311484,0.042395122,-0.034931827,0.023966197,-0.05516478,0.062261004,0.080480725,0.0021105595,-0.02270088,0.015703432,0.08790399,0.007397786,0.049160138,-0.034325123,-0.08996175,0.046810288,-0.097703524,-0.014150571,0.04356586,0.003325224,-0.051277302,-0.011668613,-0.026881866,0.047832422,-0.005257781,-0.005115662,0.09027414,-0.0070033595,-0.031147296,-0.022561256,0.04608693,0.003597158,-0.06524972,-0.05024585,-0.004601253,-0.0146774305,0.06105142
111,111,eating carrots,-0.011253466,-0.052435383,0.025279053,0.024743345,-0.047676027,-0.04171119,-0.08900302,0.021416603,-0.017278539,0.041136872,-0.04473868,0.040735573,0.0575853,-0.03897728,-0.0129853645,-0.08677607,0.05667693,-0.012936704,0.011883698,0.041218005,-0.08150631,-0.05375288,0.008394569,0.0018161917,-0.013139592,-0.011812523,-0.034815297,0.03328547,0.05649168,0.004206471,-0.04788025,-0.016662356,-0.0123897875,-0.007014135,0.009101889,-0.007480881,-0.07467845,0.018861331,-0.050744202,-0.03560409,0.12110701,0.025988195,0.071053,-0.06473946,0.15175465,-0.091088295,0.036122747,0.047036927,-0.02696814,-0.020630246,-0.05055499,0.008834324,0.06130159,0.047260605,-0.02732541,0.027000956,0.034201574,-0.039143436,0.03345348,-0.070226006,-0.0795175,-0.025133558,-0.0005082665,0.047612567,-0.02711214,0.09712784,0.060918547,-0.045046292,0.049972873
112,112,eating chips,-0.007918152,-0.043481555,0.0037080834,-0.009589122,0.06377994,0.015351883,-0.022549888,0.03374469,0.053145003,0.076286405,-0.057416096,0.0176478,0.03256099,-0.0031117226,0.0017231896,0.026380673,0.075719506,0.08974092,0.0060836524,0.04956059,0.012561623,0.046573304,-0.023893341,0.040216338,-0.09457334,0.022518307,-0.051822156,0.031895194,0.013163049,-0.041338976,-0.021435972,0.013792269,-0.022762075,-0.059326455,-0.023332663,-0.03726388,-0.030546378,0.12400232,-0.005300939,0.07309385,0.043212008,0.018449895,0.024994103,0.017876325,0.0032419115,-0.065822884,0.031844568,-0.016403787,-0.16100983,-0.07291518,0.041508667,0.0018735185,-0.012038786,0.008540511,0.0061158026,-0.045514952,0.031462703,-0.046352234,-0.10043702,-0.11176501,0.0062633287,-0.018963493,0.014484453,-0.06735916,-0.064274766,-0.022524081,-0.011897394,-0.019626979,-0.010674274
113,113,eating doughnuts,-0.08748803,-0.064432085,-0.03986717,0.0652149,-0.01868294,0.012007781,-0.03521748,0.047371842,0.020919712,0.02074057,-0.053665124,0.030671312,-0.0056483257,-0.075586736,-0.030946517,-0.00031330012,-0.024969433,0.03337127,0.057870716,0.020760335,0.04878179,-0.014492603,-0.051637497,0.054495983,-0.04959009,0.016893592,-0.034485184,-0.0050708745,0.013646962,0.000437913,0.016065601,0.08191389,0.014745597,-0.056864828,-0.03400059,0.00074567134,0.028393142,-0.02241037,0.015576405,-0.0551661,-0.03697846,0.07813638,0.06909421,0.038080566,-0.014371,-0.064600244,-0.0075122453,-0.039663907,-0.04274184,0.032651447,-0.02105787,0.015205575,0.044449862,-0.031522695,-0.079654135,-0.016064284,-0.07487876,0.1182217,0.015405817,-0.06953114,0.04755001,-0.059217848,0.08685532,-0.0026588459,-0.014928948,-0.016716193,-0.015223755,0.052630037,0.004200114
114,114,eating hotdog,-0.07928264,-0.017253898,-0.0011155518,0.061499804,-0.0077909436,0.016642211,-0.05557741,0.010935491,0.04448684,0.023456087,-0.007828649,0.026164293,0.08216115,-0.01716212,0.0044277064,0.014770051,-0.010360998,0.007221222,0.01871978,0.02588682,0.009351891,0.0155889,-0.032550704,-0.009217627,-0.052230313,0.0102866,-0.0031250045,-0.050227914,0.0044204444,-0.075742066,0.007091693,0.028597232,0.0021694843,0.050114844,0.019855266,-0.029986441,0.046627272,0.013729224,0.03958659,-0.02468101,-0.025921118,0.015097557,0.04353591,0.016035877,-0.0023314767,-0.048638552,0.016025564,-0.034817033,-0.12867998,0.12524149,-0.043342877,-0.05700726,0.14785102,-0.004149258,-0.01536276,-0.012383439,0.0070319595,-0.01634638,-0.058914598,0.047778167,0.015609852,-0.055506274,0.12312968,0.020004256,0.023014853,-0.043911405,0.01954502,-0.010967536,-0.10715608
115,115,eating ice cream,-0.030849405,0.0358462,0.013583689,0.002822347,0.003517253,-0.03760738,-0.054556873,0.02248614,-0.022215221,0.01900872,0.002185221,0.034532312,0.03540558,-0.021569634,0.018250773,0.030041812,-0.0025060745,0.041145682,-0.02617015,-0.017570516,0.018776998,0.010370667,0.010647406,-0.04756885,-0.07992663,-0.04205403,0.033441752,-0.07122937,0.047470566,-0.13062483,-0.035776492,0.03066219,0.039389346,-0.08363238,-0.038451605,0.0154738985,-0.031455357,0.07004163,0.05570023,0.03167091,-0.0037437952,0.053926,0.020245196,0.004453182,-0.0060769618,-0.15954134,-0.0016200822,0.06766356,-0.078716174,0.030198347,-0.021115974,-0.006939604,-0.0077084578,-0.053055674,-0.042987734,0.025735311,0.030593451,0.0027367244,-0.0210777,0.0060194256,0.040976048,-0.00081731007,0.04076897,-0.037320666,-0.09078069,0.04090972,-0.11529918,-0.023664113,-0.04465216
116,116,eating spaghetti,-0.009824577,-0.091984145,-0.01360541,-0.0093795555,0.002416543,0.005133245,-0.030912522,0.007029462,0.013287705,0.007072689,0.07388754,0.03340311,0.08175284,-0.03452899,0.03212065,0.039241873,-9.577349e-05,0.04331533,0.028931974,0.041942164,-0.07695409,0.024810351,-0.038953915,-0.01813534,0.033024013,0.045003172,-0.0124822445,-0.03908425,0.017408893,-0.010454681,-0.03903688,0.0027759434,0.030182349,0.0005693296,-0.010383665,0.016641287,-0.075446606,0.039795645,0.09943355,0.02168024,-0.017478595,0.023907464,-0.0024783174,-0.10976575,0.04329906,-0.041803893,-0.018908378,0.025586955,-0.016523471,-0.023414733,0.0077463696,0.022257684,0.02807334,-0.04668844,-0.0038143229,-0.038155988,0.04824962,-0.056064546,0.07514438,-0.066583954,-0.045763902,0.011938574,0.077372134,-0.10733344,-0.010842908,-0.12057868,0.03587423,0.025406428,-0.12119089
117,117,eating watermelon,-0.07126758,-0.115137495,-0.0042633438,-0.028651243,0.025736583,0.07079016,-0.021644749,0.017192697,-0.01476722,-0.025368163,0.071597725,0.04739145,0.034440707,-0.073119774,0.052227896,-0.045785494,0.06444298,-0.027284492,0.04558187,-0.019062368,0.041326586,-0.017659636,-0.076138355,0.039519127,0.015628137,0.036164157,0.020655937,-0.022092817,0.024564143,-0.04454889,0.037217204,0.01754012,0.0073550437,-0.011447119,-0.089121185,0.07733453,-0.014920851,-0.008934434,0.07188059,-0.10383153,0.026751235,-0.05457819,-0.026815306,-0.053598225,0.044935033,-0.06923845,0.050998315,-0.00051623955,-0.106812745,-0.05264933,0.043343034,0.02421181,0.052876882,0.05502536,-0.057519455,0.04511402,0.07133073,0.08715909,-0.0008671088,-0.061054945,-0.007010443,0.041581288,0.0028669427,-0.045467634,-0.036727473,-0.008739649,-0.06038725,0.0014766697,-0.033864453
118,118,egg hunting,-0.082641706,0.08217504,0.06961421,-0.09269608,-0.004236927,-0.061700765,-0.044020366,-0.017348032,0.0169471,-0.06130751,-0.048118394,-0.1160058,0.017529188,0.016956659,-0.028890839,-0.038091566,0.054691084,0.016693935,0.01383565,-0.017459432,-0.011758125,0.024092445,0.026423417,-0.06144648,-0.006216673,0.056964766,-0.01606369,0.043069128,-0.0018095467,0.02195852,0.059182808,0.0073998645,-0.073911145,0.007674454,-0.06015776,-0.014675448,-0.03100442,-0.032880887,0.0109718675,-0.016484022,0.042537004,0.035445645,-0.0163159,0.04548292,0.058484107,0.03816908,-0.016136888,-0.047714893,0.019690778,0.019456118,-0.04911204,-0.103170335,0.012316684,-0.019292224,-0.027560642,0.033825886,-0.027125321,-0.013126815,0.07733602,-0.04921268,0.014208203,0.062974826,-0.009641793,0.03747997,-0.04565581,0.04183744,0.006486398,0.07705818,0.028173424
119,119,exercising arm,0.016018733,0.014709191,0.075135656,-0.046929978,0.011597877,0.031735145,0.048819143,-0.028026415,-0.067000054,0.010027539,-0.040905613,0.12788746,0.018294277,0.06569064,0.0020448961,0.0050024036,-0.033589642,-0.0074739903,-0.007088974,0.046753705,-0.009093117,-0.07484184,0.07195418,-0.07346958,-0.011458787,0.061075795,0.09099818,-0.046551634,0.018101126,0.008956512,-0.055350155,0.02524076,0.028045159,-0.024496587,0.036606885,0.06152406,-0.0059108958,0.012867616,-0.049278922,0.03032474,0.053066693,-0.031859092,-0.01632553,-0.005711075,-0.02547402,0.028231425,-0.06327343,0.060710594,0.025960151,-0.03690864,-0.034751914,0.11897909,0.08548491,-0.02610927,0.08416409,0.03367181,-0.020540047,-0.050468147,0.04502787,0.0045283474,-0.008614881,0.05223974,0.028531447,-0.03947562,0.035057947,0.041178033,-0.03769595,0.057442274,0.06497489
120,120,exercising with an exercise ball,0.07373196,-0.04784521,0.038987003,-0.008739258,-0.105880484,0.06790016,-0.036100265,-0.04378793,-0.13044387,0.0089577595,-0.010137869,0.034964625,-0.03248223,0.01428863,-0.0457928,-0.06001151,-0.020463642,0.037260517,-0.060241383,-0.027956199,0.0006001422,-0.036719814,0.019443432,-0.048408743,0.012400838,0.08486895,-0.029829782,0.044505093,0.045791686,-0.029164571,0.0694572,-0.027346767,0.008771127,-0.075750865,-0.03690342,-0.027709145,0.032644615,0.05112763,-0.063199155,-0.034955006,-0.0380377,-0.076616496,-0.014610834,-0.042541623,-0.016189244,0.005569048,-0.02573362,-0.04691545,0.045196857,-0.081661895,0.00037323404,0.07541644,0.019356145,-0.025972571,0.10902695,-0.106330216,0.021417785,0.017168533,0.070559256,-0.04558967,0.006110968,-0.028382901,0.035878737,-0.07815817,0.081987664,-0.007261828,0.019832838,0.009867086,0.05006326
121,121,extinguishing fire,-0.050057154,-0.026041206,-0.008566275,0.009247421,0.09063999,0.0600417,0.005708977,0.061570812,-0.0028629634,-0.020331653,-0.088429235,-0.019944927,0.02313912,0.045600407,0.100220926,-0.0047495593,-0.05638621,-0.050296478,-0.014261108,-0.0177141,0.022961464,0.025124524,-0.007737575,0.019715527,0.052311648,-0.079260856,-0.081484206,-0.10707887,-0.10340821,0.013422338,0.0015721703,-0.027542863,-0.0004058471,0.0033652037,0.027654812,-0.030132446,0.05118702,0.032082852,0.03445884,0.019856766,0.006827984,-0.0075228307,0.018035758,-0.022219718,0.008032884,-0.037292004,0.0014522877,-0.014152384,0.04580216,-0.02220409,0.10345765,0.07627689,-0.052404728,-0.015896183,0.047121227,-0.042155314,-0.06323039,0.017515093,0.039243005,0.0025719781,-0.016518163,-0.073655725,0.06058169,0.047501918,-0.05978375,-0.04654076,-0.08777781,-0.08234303,-0.020748977
122,122,faceplanting,-0.040573422,-0.08369483,0.12905504,-0.034901593,-0.16396774,0.007108137,0.02071162,-0.007917409,0.028886296,0.059298288,-0.0016166704,0.030774035,-0.02435829,0.060471114,-0.036372274,-0.0046984083,0.032770496,-0.045851752,0.032169376,-0.08118686,-0.038677547,0.026975598,0.046256684,0.09596924,0.045203626,-0.005377343,-0.04345202,0.030831467,-0.014885696,-0.025732227,0.020770818,-0.0510664,0.06311673,-0.011257596,0.024591345,-0.06332836,0.09253116,-0.034580935,-0.11717798,0.12702884,0.0011938289,0.05823281,0.07883698,0.032128938,0.0060997587,0.06423447,-0.07503806,0.060574025,-0.08354675,-0.06786227,0.05219789,-0.0303889,0.020635491,-0.065288275,0.01821232,0.024626225,0.0886687,0.06727308,0.07313614,0.06516284,0.039745264,-0.13326703,-0.062481776,0.00416396,-0.055245362,0.089546844,0.039761435,-0.051027074,-0.13497174
